ts,server_id,net_in,net_out
21:03:20,server_19,20.51,10.48
21:03:20,server_18,628.34,475.07
21:03:20,server_17,501.56,743.37
21:03:20,server_16,867.37,830.6
21:03:20,server_15,235.07,250.02
21:03:20,server_14,295.34,396.79
21:03:20,server_13,218.67,252.16
21:03:20,server_11,866.2,998.64
21:03:20,server_10,0.0,0.0
21:03:20,server_9,3215.36,3622.44
21:03:20,server_2,4167.34,4349.54
21:03:20,server_3,105.19,85.38
21:03:20,server_4,471.67,296.46
21:03:20,server_1,915.31,912.77
21:03:20,server_6,14095.35,14522.31
21:03:20,server_7,305.37,256.96
21:03:20,server_8,13.08,14.96
21:03:20,server_5,985.61,1090.89
21:03:25,server_12,779.63,996.5
21:03:25,server_19,274.05,165.87
21:03:25,server_18,935.09,1224.83
21:03:25,server_17,529.96,514.71
21:03:25,server_16,24.14,15.89
21:03:25,server_15,374.25,402.25
21:03:25,server_14,470.54,305.16
21:03:25,server_13,184.14,224.08
21:03:25,server_11,11039.43,8899.08
21:03:25,server_20,179.65,147.21
21:03:25,server_9,665.14,424.03
21:03:25,server_1,552.38,760.68
21:03:25,server_2,855.29,866.29
21:03:25,server_3,918.81,941.26
21:03:25,server_4,101.91,56.11
21:03:25,server_10,203.34,270.07
21:03:25,server_6,859.38,857.27
21:03:25,server_7,682.5,879.07
21:03:25,server_8,335.93,304.71
21:03:25,server_5,283.8,181.14
21:03:30,server_12,400.64,458.22
21:03:30,server_19,517.79,694.63
21:03:30,server_18,87.5,45.88
21:03:30,server_17,11174.77,10575.85
21:03:30,server_16,358.68,311.93
21:03:30,server_15,273.5,331.27
21:03:30,server_14,310.79,395.38
21:03:30,server_13,929.1,1262.35
21:03:30,server_11,998.6,953.77
21:03:30,server_20,763.12,644.05
21:03:30,server_9,370.15,393.92
21:03:30,server_1,222.79,320.82
21:03:30,server_2,1026.46,1074.4
21:03:30,server_3,817.06,627.53
21:03:30,server_4,79.84,55.4
21:03:30,server_10,489.54,687.8
21:03:30,server_6,896.29,1156.9
21:03:30,server_7,423.45,375.59
21:03:30,server_8,588.03,413.27
21:03:30,server_5,478.64,681.74
21:03:35,server_11,1021.23,1505.96
21:03:35,server_19,40.27,39.42
21:03:35,server_18,318.18,326.18
21:03:35,server_17,55.53,32.76
21:03:35,server_16,121.16,94.39
21:03:35,server_15,151.07,143.94
21:03:35,server_14,525.5,754.77
21:03:35,server_13,378.46,245.1
21:03:35,server_12,4938.49,4679.43
21:03:35,server_20,894.12,622.05
21:03:35,server_10,244.62,267.97
21:03:35,server_8,190.79,101.12
21:03:35,server_7,13118.91,14082.14
21:03:35,server_6,2952.16,3530.53
21:03:35,server_5,606.42,617.45
21:03:35,server_4,2764.81,2388.61
21:03:35,server_3,135.57,116.95
21:03:35,server_2,547.93,411.66
21:03:35,server_1,735.19,669.86
21:03:35,server_9,657.79,965.37
21:03:40,server_13,428.94,588.3
21:03:40,server_14,4051.74,3511.61
21:03:40,server_15,749.23,655.8
21:03:40,server_12,350.57,239.59
21:03:40,server_17,473.11,700.1
21:03:40,server_18,2.33,2.97
21:03:40,server_19,103.97,69.27
21:03:40,server_16,292.13,209.58
21:03:40,server_11,157.65,152.07
21:03:40,server_20,188.72,266.56
21:03:40,server_9,514.11,545.9
21:03:40,server_1,100.75,133.37
21:03:40,server_2,949.59,909.17
21:03:40,server_3,444.66,402.58
21:03:40,server_4,113.95,82.09
21:03:40,server_10,283.33,273.06
21:03:40,server_6,324.81,344.29
21:03:40,server_7,141.52,105.86
21:03:40,server_8,6887.6,7571.73
21:03:40,server_5,1324.78,1406.09
21:03:45,server_19,530.82,355.48
21:03:45,server_18,129.16,85.42
21:03:45,server_17,644.41,809.18
21:03:45,server_16,2117.17,2387.3
21:03:45,server_15,199.58,298.41
21:03:45,server_14,537.17,545.42
21:03:45,server_13,588.69,567.35
21:03:45,server_12,542.8,621.72
21:03:45,server_11,316.63,320.84
21:03:45,server_20,220.28,165.99
21:03:45,server_9,948.41,851.76
21:03:45,server_1,886.85,642.21
21:03:45,server_2,4.28,2.76
21:03:45,server_3,851.55,788.7
21:03:45,server_4,936.58,1332.64
21:03:45,server_10,850.13,891.45
21:03:45,server_6,333.83,370.76
21:03:45,server_7,560.29,659.61
21:03:45,server_8,13066.47,12165.12
21:03:45,server_5,4032.04,3893.76
21:03:50,server_11,360.41,457.42
21:03:50,server_19,940.47,1369.59
21:03:50,server_18,569.52,504.11
21:03:50,server_17,1002.11,1286.75
21:03:50,server_16,952.92,499.1
21:03:50,server_15,3626.52,3959.35
21:03:50,server_14,337.12,193.17
21:03:50,server_13,292.36,171.38
21:03:50,server_12,279.04,334.57
21:03:50,server_20,185.01,222.65
21:03:50,server_10,321.71,439.2
21:03:50,server_8,193.86,208.43
21:03:50,server_9,858.0,634.56
21:03:50,server_1,418.56,455.46
21:03:50,server_2,74.48,63.77
21:03:50,server_3,627.46,401.57
21:03:50,server_5,371.06,400.41
21:03:50,server_6,803.75,435.91
21:03:50,server_7,53.81,47.12
21:03:50,server_4,983.78,926.27
21:03:55,server_20,16700.86,19476.41
21:03:55,server_11,236.93,247.0
21:03:55,server_18,991.04,928.57
21:03:55,server_17,155.77,228.29
21:03:55,server_16,886.31,1143.48
21:03:55,server_15,579.47,639.71
21:03:55,server_14,291.42,186.4
21:03:55,server_13,627.32,596.58
21:03:55,server_12,285.18,400.37
21:03:55,server_19,881.39,1083.56
21:03:55,server_10,897.52,1042.21
21:03:55,server_8,0.0,0.0
21:03:55,server_1,2332.76,1902.09
21:03:55,server_2,3216.94,3150.4
21:03:55,server_3,19172.47,15970.73
21:03:55,server_9,775.49,1132.54
21:03:55,server_5,1126.25,932.6
21:03:55,server_6,583.84,567.01
21:03:55,server_7,142.38,207.44
21:03:55,server_4,45.1,46.84
21:04:00,server_13,831.33,821.42
21:04:00,server_20,0.0,0.0
21:04:00,server_19,1054.97,643.26
21:04:00,server_18,274.52,355.68
21:04:00,server_17,855.94,1274.34
21:04:00,server_16,33.64,46.04
21:04:00,server_15,961.85,1237.51
21:04:00,server_14,905.66,954.15
21:04:00,server_12,3548.69,3778.54
21:04:00,server_11,437.23,270.19
21:04:00,server_1,133.67,188.07
21:04:00,server_9,4183.49,4504.06
21:04:00,server_8,2852.29,3276.05
21:04:00,server_7,569.65,417.26
21:04:00,server_6,154.16,107.91
21:04:00,server_5,162.27,103.34
21:04:00,server_4,11.42,13.77
21:04:00,server_3,256.84,156.31
21:04:00,server_2,87.8,120.7
21:04:00,server_10,351.5,414.42
21:04:05,server_13,0.0,0.0
21:04:05,server_14,172.78,103.79
21:04:05,server_15,1963.41,2065.01
21:04:05,server_16,412.59,581.8
21:04:05,server_12,246.27,313.22
21:04:05,server_18,212.69,126.97
21:04:05,server_19,457.88,431.97
21:04:05,server_20,449.05,613.24
21:04:05,server_17,523.97,785.74
21:04:05,server_11,7696.23,8041.24
21:04:05,server_1,940.39,534.47
21:04:05,server_9,4123.77,4311.17
21:04:05,server_8,899.54,1336.52
21:04:05,server_7,1085.15,1238.05
21:04:05,server_6,528.52,533.72
21:04:05,server_5,429.75,639.07
21:04:05,server_4,15.63,20.32
21:04:05,server_3,509.31,355.18
21:04:05,server_2,515.35,503.65
21:04:05,server_10,624.12,531.27
21:04:10,server_12,431.37,428.51
21:04:10,server_13,378.13,287.69
21:04:10,server_14,580.74,776.08
21:04:10,server_15,480.14,545.72
21:04:10,server_19,985.06,1266.47
21:04:10,server_17,621.97,869.93
21:04:10,server_18,927.83,1055.34
21:04:10,server_11,376.61,360.74
21:04:10,server_16,648.73,479.81
21:04:10,server_20,128.89,80.35
21:04:10,server_10,582.55,461.97
21:04:10,server_8,927.02,894.65
21:04:10,server_1,17936.31,17084.42
21:04:10,server_2,122.39,172.4
21:04:10,server_3,194.51,154.49
21:04:10,server_9,715.36,697.01
21:04:10,server_5,71.97,107.46
21:04:10,server_6,661.53,405.21
21:04:10,server_7,707.79,636.48
21:04:10,server_4,659.23,369.9
21:04:15,server_12,858.54,1158.35
21:04:15,server_19,105.91,133.36
21:04:15,server_18,951.04,1026.12
21:04:15,server_17,496.4,599.81
21:04:15,server_16,142.84,160.78
21:04:15,server_15,312.02,185.86
21:04:15,server_14,106.49,116.56
21:04:15,server_13,7026.65,7053.3
21:04:15,server_11,141.32,185.86
21:04:15,server_20,220.87,156.48
21:04:15,server_9,494.23,521.95
21:04:15,server_1,184.33,206.71
21:04:15,server_2,961.41,1020.43
21:04:15,server_3,570.44,361.91
21:04:15,server_4,113.34,81.63
21:04:15,server_10,230.14,135.99
21:04:15,server_6,530.47,379.31
21:04:15,server_7,887.84,634.36
21:04:15,server_8,404.09,565.39
21:04:15,server_5,859.92,702.34
21:04:20,server_11,929.17,543.6
21:04:20,server_19,28.96,31.58
21:04:20,server_18,6604.41,5916.71
21:04:20,server_17,556.24,334.09
21:04:20,server_16,9929.48,8372.57
21:04:20,server_15,863.55,763.11
21:04:20,server_14,558.18,476.67
21:04:20,server_13,10648.01,8717.99
21:04:20,server_12,37.73,56.57
21:04:20,server_20,610.36,771.48
21:04:20,server_10,788.95,821.35
21:04:20,server_8,516.03,356.52
21:04:20,server_7,332.24,177.89
21:04:20,server_6,245.19,197.27
21:04:20,server_5,74.67,47.23
21:04:20,server_4,177.25,158.54
21:04:20,server_3,16164.48,17684.04
21:04:20,server_2,911.2,466.42
21:04:20,server_1,242.2,288.78
21:04:20,server_9,658.51,420.27
21:04:25,server_14,2220.69,2594.53
21:04:25,server_15,6627.81,6002.01
21:04:25,server_16,647.3,508.15
21:04:25,server_13,1020.47,931.13
21:04:25,server_18,422.37,213.4
21:04:25,server_19,117.6,117.06
21:04:25,server_20,208.98,191.21
21:04:25,server_17,108.8,149.87
21:04:25,server_12,186.83,166.61
21:04:25,server_11,5.82,6.95
21:04:25,server_1,651.76,683.09
21:04:25,server_9,632.81,738.98
21:04:25,server_8,574.97,569.51
21:04:25,server_7,356.91,226.51
21:04:25,server_6,1010.86,1154.46
21:04:25,server_5,265.9,231.28
21:04:25,server_4,594.96,365.26
21:04:25,server_3,7556.41,6739.76
21:04:25,server_2,1003.23,669.84
21:04:25,server_10,134.78,166.01
21:04:30,server_13,19734.3,21905.19
21:04:30,server_14,13791.75,13124.33
21:04:30,server_15,621.34,502.34
21:04:30,server_20,427.46,591.24
21:04:30,server_18,264.22,258.01
21:04:30,server_19,433.91,579.48
21:04:30,server_12,83.84,105.69
21:04:30,server_16,895.41,1126.36
21:04:30,server_11,316.3,269.26
21:04:30,server_17,188.39,141.24
21:04:30,server_9,688.07,852.06
21:04:30,server_10,406.11,556.92
21:04:30,server_2,1657.23,1504.58
21:04:30,server_3,903.61,974.77
21:04:30,server_4,511.29,611.87
21:04:30,server_1,55.7,39.44
21:04:30,server_6,1002.29,755.95
21:04:30,server_7,10531.31,11480.22
21:04:30,server_8,473.94,690.31
21:04:30,server_5,774.89,835.15
21:04:35,server_20,998.5,670.75
21:04:35,server_12,14871.74,14331.6
21:04:35,server_19,177.13,166.79
21:04:35,server_18,85.57,116.39
21:04:35,server_17,454.92,373.11
21:04:35,server_16,898.14,515.98
21:04:35,server_15,869.65,923.16
21:04:35,server_14,509.58,582.18
21:04:35,server_13,638.23,735.09
21:04:35,server_11,104.38,137.17
21:04:35,server_7,528.88,354.05
21:04:35,server_9,749.6,617.23
21:04:35,server_8,619.86,787.85
21:04:35,server_6,484.52,243.55
21:04:35,server_5,602.17,400.86
21:04:35,server_4,412.04,502.51
21:04:35,server_3,155.9,184.13
21:04:35,server_2,2406.34,2420.99
21:04:35,server_1,442.6,440.65
21:04:35,server_10,15815.52,15395.27
21:04:40,server_15,100.27,137.92
21:04:40,server_13,198.1,186.05
21:04:40,server_14,447.46,401.94
21:04:40,server_16,2481.95,2318.66
21:04:40,server_12,859.61,1119.42
21:04:40,server_18,40.98,46.23
21:04:40,server_19,908.75,911.6
21:04:40,server_20,14405.5,12680.94
21:04:40,server_17,16824.38,17025.5
21:04:40,server_11,2870.79,2746.53
21:04:40,server_1,585.08,606.68
21:04:40,server_9,653.98,642.32
21:04:40,server_2,945.77,1033.99
21:04:40,server_3,934.45,732.43
21:04:40,server_4,188.52,202.79
21:04:40,server_10,258.2,130.94
21:04:40,server_6,833.24,613.2
21:04:40,server_7,3552.19,3487.65
21:04:40,server_8,707.07,710.09
21:04:40,server_5,11351.63,11483.38
21:04:45,server_13,63.64,42.73
21:04:45,server_20,3971.45,4220.38
21:04:45,server_19,1012.89,852.17
21:04:45,server_18,365.52,213.07
21:04:45,server_17,3093.01,2660.8
21:04:45,server_16,536.87,283.63
21:04:45,server_15,14305.91,13444.6
21:04:45,server_14,1003.53,1173.49
21:04:45,server_12,791.07,1065.39
21:04:45,server_11,848.94,971.09
21:04:45,server_1,945.88,630.62
21:04:45,server_9,185.46,156.66
21:04:45,server_8,12454.96,14112.5
21:04:45,server_7,104.15,61.45
21:04:45,server_6,18799.71,21629.52
21:04:45,server_5,546.25,419.55
21:04:45,server_4,37.27,48.31
21:04:45,server_3,939.51,666.58
21:04:45,server_2,66.83,58.08
21:04:45,server_10,536.69,516.77
21:04:50,server_13,515.56,683.15
21:04:50,server_14,1023.95,959.1
21:04:50,server_15,0.0,0.0
21:04:50,server_16,65.24,61.76
21:04:50,server_12,604.97,856.18
21:04:50,server_18,395.46,241.33
21:04:50,server_19,14772.65,15953.83
21:04:50,server_20,55.61,39.68
21:04:50,server_17,277.77,360.94
21:04:50,server_11,8701.66,7747.75
21:04:50,server_1,2182.73,2018.21
21:04:50,server_9,474.89,540.9
21:04:50,server_8,23.78,23.01
21:04:50,server_7,782.16,1133.41
21:04:50,server_6,14207.1,13806.97
21:04:50,server_5,561.35,686.09
21:04:50,server_4,67.0,59.23
21:04:50,server_3,610.93,479.54
21:04:50,server_2,2240.52,2256.84
21:04:50,server_10,14145.55,12614.44
21:04:55,server_13,107.55,158.79
21:04:55,server_14,405.25,376.72
21:04:55,server_15,847.87,732.98
21:04:55,server_16,32.29,43.71
21:04:55,server_20,4380.36,5073.01
21:04:55,server_18,857.1,1154.36
21:04:55,server_19,497.56,251.86
21:04:55,server_12,558.01,527.33
21:04:55,server_17,394.53,295.8
21:04:55,server_11,1827.08,1725.16
21:04:55,server_1,363.27,195.41
21:04:55,server_9,98.19,63.03
21:04:55,server_2,542.52,397.56
21:04:55,server_3,1023.7,1100.14
21:04:55,server_4,483.21,351.29
21:04:55,server_10,19569.44,21919.74
21:04:55,server_6,437.31,432.12
21:04:55,server_7,752.96,1121.14
21:04:55,server_8,310.54,315.29
21:04:55,server_5,715.78,955.06
21:05:00,server_12,851.85,429.79
21:05:00,server_19,678.61,360.52
21:05:00,server_18,2395.82,2493.9
21:05:00,server_17,275.95,306.63
21:05:00,server_16,285.69,274.89
21:05:00,server_15,732.4,853.14
21:05:00,server_14,573.52,809.44
21:05:00,server_13,10769.05,9888.61
21:05:00,server_20,597.77,541.67
21:05:00,server_11,218.34,276.19
21:05:00,server_9,127.95,82.63
21:05:00,server_8,900.29,520.56
21:05:00,server_7,7058.91,8004.7
21:05:00,server_6,981.24,754.99
21:05:00,server_5,363.1,378.71
21:05:00,server_4,260.3,268.28
21:05:00,server_3,3262.1,3397.74
21:05:00,server_2,468.24,620.33
21:05:00,server_1,3959.71,3942.61
21:05:00,server_10,927.73,741.15
21:05:05,server_13,3406.24,3962.08
21:05:05,server_14,14.29,11.51
21:05:05,server_15,406.38,241.48
21:05:05,server_16,3795.38,4527.78
21:05:05,server_12,11145.08,13049.75
21:05:05,server_18,566.43,326.05
21:05:05,server_19,851.42,666.64
21:05:05,server_20,432.8,648.53
21:05:05,server_17,4792.92,4358.64
21:05:05,server_11,8645.55,8332.41
21:05:05,server_10,909.23,1322.01
21:05:05,server_9,246.87,328.84
21:05:05,server_8,481.46,409.7
21:05:05,server_7,799.95,859.15
21:05:05,server_6,524.51,271.65
21:05:05,server_5,832.69,782.16
21:05:05,server_4,915.17,1215.34
21:05:05,server_3,385.05,341.15
21:05:05,server_2,833.05,1194.59
21:05:05,server_1,112.41,73.24
21:05:10,server_13,1432.86,1286.87
21:05:10,server_14,8319.02,7052.93
21:05:10,server_15,595.19,550.37
21:05:10,server_16,272.51,237.08
21:05:10,server_20,163.12,131.64
21:05:10,server_18,304.92,267.68
21:05:10,server_19,679.54,761.91
21:05:10,server_12,588.44,511.42
21:05:10,server_17,35.28,38.99
21:05:10,server_11,12802.39,15027.74
21:05:10,server_10,829.46,1022.93
21:05:10,server_9,10116.66,9302.9
21:05:10,server_2,569.91,818.9
21:05:10,server_3,176.94,94.44
21:05:10,server_4,779.09,1077.74
21:05:10,server_1,504.33,385.7
21:05:10,server_6,543.88,647.11
21:05:10,server_7,460.97,604.71
21:05:10,server_8,8568.93,7380.32
21:05:10,server_5,791.24,1085.5
21:05:15,server_12,932.43,1101.04
21:05:15,server_19,8596.44,9889.4
21:05:15,server_18,281.52,203.11
21:05:15,server_17,4067.64,4153.2
21:05:15,server_16,198.43,254.94
21:05:15,server_15,522.41,442.92
21:05:15,server_14,148.79,145.88
21:05:15,server_13,4255.39,5076.74
21:05:15,server_11,84.0,95.51
21:05:15,server_20,4488.83,4551.28
21:05:15,server_9,18683.15,22074.75
21:05:15,server_1,17.56,24.34
21:05:15,server_2,889.46,1308.75
21:05:15,server_3,395.21,427.75
21:05:15,server_4,973.33,742.28
21:05:15,server_10,19639.58,17895.03
21:05:15,server_6,11049.88,11087.5
21:05:15,server_7,1044.87,1390.3
21:05:15,server_8,1053.51,534.73
21:05:15,server_5,164.06,181.39
21:05:20,server_12,566.86,758.49
21:05:20,server_19,868.62,1278.84
21:05:20,server_18,537.99,456.35
21:05:20,server_17,749.47,609.51
21:05:20,server_16,916.36,790.99
21:05:20,server_15,612.49,664.59
21:05:20,server_14,1021.95,1224.82
21:05:20,server_13,177.67,221.75
21:05:20,server_11,860.78,744.69
21:05:20,server_20,58.1,53.2
21:05:20,server_9,986.26,737.88
21:05:20,server_1,2753.41,2995.31
21:05:20,server_2,11898.5,10788.47
21:05:20,server_3,1873.43,1592.68
21:05:20,server_4,99.34,92.42
21:05:20,server_10,848.89,452.46
21:05:20,server_6,145.95,211.19
21:05:20,server_7,404.06,488.27
21:05:20,server_8,901.93,928.83
21:05:20,server_5,730.38,748.87
21:05:25,server_11,179.42,90.45
21:05:25,server_19,313.34,171.14
21:05:25,server_18,128.54,187.5
21:05:25,server_17,462.43,382.26
21:05:25,server_16,94.04,128.45
21:05:25,server_15,578.9,440.41
21:05:25,server_14,166.29,125.64
21:05:25,server_13,2198.67,2476.01
21:05:25,server_12,417.88,472.02
21:05:25,server_20,2655.3,2152.76
21:05:25,server_10,361.78,248.2
21:05:25,server_8,35.77,19.19
21:05:25,server_7,660.62,784.57
21:05:25,server_6,2523.54,2452.59
21:05:25,server_5,839.57,605.61
21:05:25,server_4,623.09,383.99
21:05:25,server_3,543.54,528.55
21:05:25,server_2,354.8,298.66
21:05:25,server_1,5447.49,5987.1
21:05:25,server_9,10239.3,9966.98
21:05:30,server_13,138.03,180.3
21:05:30,server_14,655.35,916.6
21:05:30,server_15,150.91,224.06
21:05:30,server_12,11148.55,13253.57
21:05:30,server_17,84.14,116.32
21:05:30,server_18,1049.54,742.28
21:05:30,server_19,835.25,802.47
21:05:30,server_16,3342.0,3405.62
21:05:30,server_11,4941.93,4786.48
21:05:30,server_20,212.3,168.85
21:05:30,server_9,458.98,586.19
21:05:30,server_1,8918.7,7707.16
21:05:30,server_2,808.99,1075.94
21:05:30,server_3,9881.32,9203.06
21:05:30,server_4,96.26,104.21
21:05:30,server_10,283.57,300.28
21:05:30,server_6,229.6,280.95
21:05:30,server_7,536.93,496.04
21:05:30,server_8,56.8,81.79
21:05:30,server_5,895.49,725.31
21:05:35,server_19,457.67,332.64
21:05:35,server_18,174.96,148.38
21:05:35,server_17,160.18,227.64
21:05:35,server_16,96.56,71.52
21:05:35,server_15,7523.69,8238.28
21:05:35,server_14,530.91,614.23
21:05:35,server_13,625.18,384.2
21:05:35,server_12,565.29,800.22
21:05:35,server_11,2343.04,2339.45
21:05:35,server_20,400.23,589.39
21:05:35,server_9,596.43,717.58
21:05:35,server_1,242.58,161.99
21:05:35,server_2,183.88,197.23
21:05:35,server_3,9435.05,8613.58
21:05:35,server_4,10015.93,9066.12
21:05:35,server_10,612.61,673.56
21:05:35,server_6,992.12,515.73
21:05:35,server_7,402.07,214.41
21:05:35,server_8,171.18,243.73
21:05:35,server_5,486.08,524.52
21:05:40,server_11,553.75,418.83
21:05:40,server_19,15712.28,14961.51
21:05:40,server_18,5382.05,5315.15
21:05:40,server_17,135.36,114.0
21:05:40,server_16,895.45,463.11
21:05:40,server_15,956.68,961.19
21:05:40,server_14,82.16,101.45
21:05:40,server_13,656.69,958.06
21:05:40,server_12,377.35,369.6
21:05:40,server_20,3779.21,3445.09
21:05:40,server_10,962.11,752.06
21:05:40,server_8,175.92,188.63
21:05:40,server_9,10.67,5.74
21:05:40,server_1,303.94,338.93
21:05:40,server_2,17276.18,16982.18
21:05:40,server_3,1035.8,975.56
21:05:40,server_5,471.54,631.17
21:05:40,server_6,544.96,283.85
21:05:40,server_7,922.69,975.24
21:05:40,server_4,992.98,1027.08
21:05:45,server_20,13304.12,12033.79
21:05:45,server_11,682.76,718.12
21:05:45,server_18,192.33,228.27
21:05:45,server_17,301.06,248.51
21:05:45,server_16,935.76,675.13
21:05:45,server_15,537.48,599.28
21:05:45,server_14,259.65,267.31
21:05:45,server_13,380.21,215.96
21:05:45,server_12,2729.33,2595.46
21:05:45,server_19,14729.93,16789.92
21:05:45,server_10,867.23,825.25
21:05:45,server_8,1334.83,1305.12
21:05:45,server_1,11.86,10.53
21:05:45,server_2,857.13,609.66
21:05:45,server_3,1639.41,1782.2
21:05:45,server_9,617.25,340.41
21:05:45,server_5,344.49,434.55
21:05:45,server_6,727.44,808.79
21:05:45,server_7,897.12,1223.5
21:05:45,server_4,272.11,241.89
21:05:50,server_12,3361.17,2719.19
21:05:50,server_19,674.83,1010.64
21:05:50,server_18,303.44,267.28
21:05:50,server_17,14443.68,13346.72
21:05:50,server_16,1833.53,1713.7
21:05:50,server_15,196.36,222.93
21:05:50,server_14,18422.96,15806.87
21:05:50,server_13,754.55,1084.68
21:05:50,server_11,363.87,452.55
21:05:50,server_20,904.13,1306.35
21:05:50,server_9,889.79,992.43
21:05:50,server_1,203.6,195.98
21:05:50,server_2,1201.61,1134.67
21:05:50,server_3,338.84,276.55
21:05:50,server_4,623.19,632.69
21:05:50,server_10,243.82,299.03
21:05:50,server_6,9.65,9.73
21:05:50,server_7,97.33,140.43
21:05:50,server_8,926.19,889.17
21:05:50,server_5,219.84,112.25
21:05:55,server_11,7090.39,7108.93
21:05:55,server_19,448.57,585.27
21:05:55,server_18,43.35,40.49
21:05:55,server_17,323.42,191.15
21:05:55,server_16,619.22,857.7
21:05:55,server_15,1430.9,1462.92
21:05:55,server_14,3401.67,3416.16
21:05:55,server_13,14643.41,15333.98
21:05:55,server_12,305.42,437.64
21:05:55,server_20,918.0,472.49
21:05:55,server_10,1447.78,1206.61
21:05:55,server_8,696.7,787.04
21:05:55,server_7,12.78,6.96
21:05:55,server_6,269.62,195.13
21:05:55,server_5,623.11,577.51
21:05:55,server_4,357.87,532.55
21:05:55,server_3,286.96,345.07
21:05:55,server_2,675.28,643.08
21:05:55,server_1,879.33,545.09
21:05:55,server_9,324.4,237.56
21:06:00,server_13,252.33,359.15
21:06:00,server_14,228.87,125.71
21:06:00,server_15,630.09,805.31
21:06:00,server_12,141.79,180.53
21:06:00,server_17,17334.31,18119.93
21:06:00,server_18,444.28,594.62
21:06:00,server_19,176.91,247.08
21:06:00,server_16,869.84,1091.52
21:06:00,server_11,573.16,650.43
21:06:00,server_20,345.98,210.59
21:06:00,server_9,374.26,549.49
21:06:00,server_1,15409.33,14349.01
21:06:00,server_2,463.9,344.62
21:06:00,server_3,957.31,647.31
21:06:00,server_4,253.07,185.32
21:06:00,server_10,442.56,357.24
21:06:00,server_6,206.04,237.52
21:06:00,server_7,792.99,680.19
21:06:00,server_8,3905.22,4080.68
21:06:00,server_5,305.38,313.25
21:06:05,server_12,191.79,213.79
21:06:05,server_20,884.52,1030.76
21:06:05,server_19,3114.56,2915.7
21:06:05,server_18,570.75,598.42
21:06:05,server_17,4625.6,5181.75
21:06:05,server_16,909.4,995.52
21:06:05,server_15,953.62,644.76
21:06:05,server_14,554.1,371.92
21:06:05,server_13,1565.27,1804.85
21:06:05,server_11,351.26,447.5
21:06:05,server_10,136.75,166.93
21:06:05,server_9,372.37,206.38
21:06:05,server_2,627.82,509.34
21:06:05,server_3,624.62,890.62
21:06:05,server_4,951.47,1361.12
21:06:05,server_1,28.18,31.97
21:06:05,server_6,554.95,826.48
21:06:05,server_7,851.86,846.79
21:06:05,server_8,551.39,737.41
21:06:05,server_5,234.77,142.96
21:06:10,server_12,738.53,656.17
21:06:10,server_19,776.1,746.99
21:06:10,server_18,1069.5,908.52
21:06:10,server_17,459.27,268.54
21:06:10,server_16,337.74,215.49
21:06:10,server_15,856.77,606.14
21:06:10,server_14,457.12,523.1
21:06:10,server_13,125.01,87.44
21:06:10,server_11,527.57,505.5
21:06:10,server_20,1007.99,1061.77
21:06:10,server_9,498.5,281.56
21:06:10,server_1,43.71,61.08
21:06:10,server_2,19938.73,17890.55
21:06:10,server_3,1252.14,1425.45
21:06:10,server_4,6099.92,5282.52
21:06:10,server_10,4074.75,4766.6
21:06:10,server_6,70.59,91.26
21:06:10,server_7,950.41,859.94
21:06:10,server_8,668.71,487.19
21:06:10,server_5,1100.69,889.48
21:06:15,server_12,802.35,808.88
21:06:15,server_19,48.98,68.19
21:06:15,server_18,591.47,804.14
21:06:15,server_17,928.06,509.43
21:06:15,server_16,17553.44,20468.22
21:06:15,server_15,880.08,615.79
21:06:15,server_14,17327.84,19604.78
21:06:15,server_13,947.82,1304.34
21:06:15,server_11,453.51,468.61
21:06:15,server_20,8445.37,8241.83
21:06:15,server_9,15229.66,14696.68
21:06:15,server_1,10.61,6.14
21:06:15,server_2,896.2,1124.94
21:06:15,server_3,498.9,262.54
21:06:15,server_4,96.15,93.52
21:06:15,server_10,17260.78,17736.99
21:06:15,server_6,978.19,1113.94
21:06:15,server_7,1302.3,1136.52
21:06:15,server_8,923.86,901.57
21:06:15,server_5,14542.97,12543.4
21:06:20,server_11,3152.12,3275.85
21:06:20,server_19,215.25,236.55
21:06:20,server_18,538.78,618.97
21:06:20,server_17,854.01,711.72
21:06:20,server_16,578.58,835.02
21:06:20,server_15,145.64,153.74
21:06:20,server_14,152.67,170.58
21:06:20,server_13,414.51,214.06
21:06:20,server_12,427.85,431.1
21:06:20,server_20,0.64,0.33
21:06:20,server_10,135.19,178.41
21:06:20,server_8,1828.65,1586.82
21:06:20,server_7,13.8,9.47
21:06:20,server_6,870.75,632.74
21:06:20,server_5,940.14,490.71
21:06:20,server_4,2327.32,2744.32
21:06:20,server_3,199.77,293.68
21:06:20,server_2,885.58,481.75
21:06:20,server_1,1003.97,930.21
21:06:20,server_9,362.75,344.01
21:06:25,server_13,19048.03,18951.98
21:06:25,server_14,933.61,1360.11
21:06:25,server_15,4288.08,4660.29
21:06:25,server_12,15560.08,17202.54
21:06:25,server_17,820.19,1126.52
21:06:25,server_18,10071.94,9852.46
21:06:25,server_19,180.92,151.0
21:06:25,server_16,3784.59,3982.85
21:06:25,server_11,893.57,678.2
21:06:25,server_20,858.97,460.06
21:06:25,server_9,297.08,215.8
21:06:25,server_1,3910.73,3950.72
21:06:25,server_2,738.25,668.67
21:06:25,server_3,924.63,652.82
21:06:25,server_4,2500.5,2976.38
21:06:25,server_10,547.97,698.36
21:06:25,server_6,355.0,388.7
21:06:25,server_7,618.66,747.25
