server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_10,22:46:30,22:47:00,66.08,50.89,
server_10,22:46:40,22:47:10,58.74,37.25,
server_10,22:46:50,22:47:20,54.67,51.08,
server_10,22:47:00,22:47:30,58.18,58.44,
server_10,22:47:10,22:47:40,56.74,66.79,
server_10,22:47:20,22:47:50,64.7,74.6,
server_10,22:47:30,22:48:00,55.98,58.34,
server_10,22:47:40,22:48:10,63.3,53.89,
server_10,22:47:50,22:48:20,45.68,51.2,
server_10,22:48:00,22:48:30,58.75,64.4,
server_10,22:48:10,22:48:40,42.9,60.28,
server_10,22:48:20,22:48:50,46.63,58.37,
server_10,22:48:30,22:49:00,40.87,53.99,
server_10,22:48:40,22:49:10,52.75,61.87,
server_10,22:48:50,22:49:20,49.3,62.99,
server_10,22:49:00,22:49:30,50.08,59.85,
server_10,22:49:10,22:49:40,46.13,59.91,
server_10,22:49:20,22:49:50,53.37,52.17,
server_10,22:49:30,22:50:00,50.44,53.98,
server_10,22:49:40,22:50:10,51.05,51.62,
server_10,22:49:50,22:50:20,48.24,53.57,
server_10,22:50:00,22:50:30,49.34,49.81,
server_10,22:50:10,22:50:40,49.42,47.85,
server_10,22:50:20,22:50:50,54.3,45.78,
server_10,22:50:30,22:51:00,49.52,49.64,
server_10,22:50:40,22:51:10,45.38,45.34,
server_10,22:50:50,22:51:20,52.45,56.01,
server_10,22:51:00,22:51:30,52.99,55.37,
server_10,22:51:10,22:51:40,54.5,57.68,
server_10,22:51:20,22:51:50,60.42,47.64,
server_10,22:51:30,22:52:00,60.47,48.18,
server_10,22:51:40,22:52:10,64.98,40.74,
server_10,22:51:50,22:52:20,54.5,46.15,
server_10,22:52:00,22:52:30,58.73,39.83,
server_10,22:52:10,22:52:40,57.53,41.26,
server_10,22:52:20,22:52:50,51.22,39.34,
server_10,22:52:30,22:53:00,42.93,54.27,
server_10,22:52:40,22:53:10,35.94,70.47,
server_10,22:52:50,22:53:20,34.34,83.86,Memory saturation suspected
server_11,20:53:00,20:53:30,61.88,60.35,
server_11,20:53:10,20:53:40,46.36,67.69,
server_11,20:53:20,20:53:50,37.95,55.8,
server_11,20:53:30,20:54:00,36.27,59.63,
server_11,20:53:40,20:54:10,55.87,56.72,
server_11,20:53:50,20:54:20,57.06,59.53,
server_11,20:54:00,20:54:30,63.46,53.18,
server_11,20:54:10,20:54:40,57.82,44.9,
server_11,20:54:20,20:54:50,49.31,36.48,
server_11,20:54:30,20:55:00,45.51,37.25,
server_11,20:54:40,20:55:10,48.92,27.37,
server_11,20:54:50,20:55:20,65.09,31.89,
server_11,20:55:00,20:55:30,82.2,51.02,
server_11,20:55:10,20:55:40,81.89,52.12,
server_11,20:55:20,20:55:50,73.39,54.72,
server_11,20:55:30,20:56:00,62.86,35.85,
server_11,20:55:40,20:56:10,48.8,38.43,
server_11,20:55:50,20:56:20,48.94,45.11,
server_11,20:56:00,20:56:30,44.19,50.56,
server_11,20:56:10,20:56:40,46.35,52.98,
server_11,20:56:20,20:56:50,34.36,49.71,
server_11,20:56:30,20:57:00,37.42,54.81,
server_11,20:56:40,20:57:10,41.04,53.43,
server_11,20:56:50,20:57:20,50.83,50.69,
server_11,20:57:00,20:57:30,51.18,48.19,
server_11,20:57:10,20:57:40,48.51,46.79,
server_11,20:57:20,20:57:50,43.24,49.76,
server_11,20:57:30,20:58:00,47.93,52.45,
server_11,20:57:40,20:58:10,46.98,53.21,
server_11,20:57:50,20:58:20,56.66,55.2,
server_11,20:58:00,20:58:30,52.56,51.5,
server_11,20:58:10,20:58:40,46.4,66.8,
server_11,20:58:20,20:58:50,50.65,53.4,
server_11,20:58:30,20:59:00,45.93,50.94,
server_11,20:58:40,20:59:10,52.27,38.78,
server_11,20:58:50,20:59:20,47.01,35.13,
server_11,20:59:00,20:59:30,45.59,46.04,
server_11,20:59:10,20:59:40,50.88,47.1,
server_11,20:59:20,20:59:50,62.0,50.36,
server_11,20:59:30,21:00:00,74.98,33.49,
server_11,20:59:40,21:00:10,83.66,38.04,CPU spike suspected
server_11,20:59:50,21:00:20,75.47,41.2,
server_11,21:00:00,21:00:30,55.66,51.4,
server_11,21:00:10,21:00:40,54.44,56.23,
server_11,21:00:20,21:00:50,52.67,66.51,
server_11,21:00:30,21:01:00,75.77,75.84,
server_11,21:00:40,21:01:10,71.23,63.28,
server_11,21:00:50,21:01:20,73.04,65.26,
server_11,21:01:00,21:01:30,57.11,53.38,
server_11,21:01:10,21:01:40,60.73,63.07,
server_11,21:01:20,21:01:50,58.12,57.34,
server_11,21:01:30,21:02:00,59.71,54.87,
server_11,21:01:40,21:02:10,46.12,48.56,
server_11,21:01:50,21:02:20,38.16,45.51,
server_11,21:02:00,21:02:30,40.82,51.2,
server_11,21:02:10,21:02:40,43.19,52.38,
server_11,21:02:20,21:02:50,51.65,44.43,
server_11,21:02:30,21:03:00,59.2,34.28,
server_11,21:02:40,21:03:10,62.42,26.68,
server_11,21:02:50,21:03:20,69.7,44.49,
server_11,21:03:00,21:03:30,66.54,41.67,
server_11,21:03:10,21:03:40,83.25,63.26,
server_11,21:03:20,21:03:50,68.8,45.61,
server_11,21:03:30,21:04:00,55.17,61.12,
server_11,21:03:40,21:04:10,41.01,45.41,
server_11,21:03:50,21:04:20,41.71,51.11,
server_11,21:04:00,21:04:30,52.66,45.5,
server_11,21:04:10,21:04:40,44.89,38.56,
server_11,21:04:20,21:04:50,53.36,40.09,
server_11,21:04:30,21:05:00,52.67,38.95,
server_11,21:04:40,21:05:10,57.16,39.91,
server_11,21:04:50,21:05:20,56.01,37.74,
server_11,21:05:00,21:05:30,53.1,39.36,
server_11,21:05:10,21:05:40,57.07,49.85,
server_11,21:05:20,21:05:50,58.18,60.62,
server_11,21:05:30,21:06:00,59.39,58.27,
server_11,21:05:40,21:06:10,53.83,54.14,
server_11,21:05:50,21:06:20,50.08,53.08,
server_11,21:06:00,21:06:30,56.59,65.04,
server_11,21:06:10,21:06:40,63.19,57.49,
server_11,21:06:20,21:06:50,56.24,57.93,
server_11,21:06:30,21:07:00,49.76,38.22,
server_11,21:06:40,21:07:10,46.98,44.78,
server_11,21:06:50,21:07:20,54.29,44.78,
server_11,21:07:00,21:07:30,49.04,58.88,
server_11,21:07:10,21:07:40,56.22,54.04,
server_11,21:07:20,21:07:50,54.08,46.94,
server_11,21:07:30,21:08:00,65.43,38.41,
server_11,21:07:40,21:08:10,57.02,43.73,
server_11,21:07:50,21:08:20,55.55,46.88,
server_11,21:08:00,21:08:30,41.83,45.56,
server_11,21:08:10,21:08:40,44.98,48.25,
server_11,21:08:20,21:08:50,48.35,46.91,
server_11,21:08:30,21:09:00,65.13,57.81,
server_11,21:08:40,21:09:10,59.23,52.12,
server_11,21:08:50,21:09:20,72.44,65.72,
server_11,21:09:00,21:09:30,53.53,65.72,
server_11,21:09:10,21:09:40,60.98,77.38,
server_11,21:09:20,21:09:50,35.0,69.04,
server_11,21:09:30,21:10:00,46.77,58.37,
server_11,21:09:40,21:10:10,54.04,58.61,
server_11,21:09:50,21:10:20,71.94,46.52,
server_11,21:10:00,21:10:30,70.71,50.53,
server_11,21:10:10,21:10:40,58.17,44.69,
server_11,21:10:20,21:10:50,53.12,51.14,
server_11,21:10:30,21:11:00,52.96,54.95,
server_11,21:10:40,21:11:10,60.79,56.42,
server_11,21:10:50,21:11:20,61.1,49.78,
server_11,21:11:00,21:11:30,51.72,49.0,
server_11,21:11:10,21:11:40,49.57,46.77,
server_11,21:11:20,21:11:50,38.17,59.45,
server_11,21:11:30,21:12:00,57.47,56.24,
server_11,21:11:40,21:12:10,53.38,53.94,
server_11,21:11:50,21:12:20,61.66,48.46,
server_11,21:12:00,21:12:30,47.52,51.33,
server_11,21:12:10,21:12:40,48.48,53.62,
server_11,21:12:20,21:12:50,52.64,67.85,
server_11,21:12:30,21:13:00,55.88,54.82,
server_11,21:12:40,21:13:10,46.8,45.08,
server_11,21:12:50,21:13:20,40.08,38.64,
server_11,21:13:00,21:13:30,44.79,46.91,
server_11,21:13:10,21:13:40,52.74,57.86,
server_11,21:13:20,21:13:50,59.43,55.74,
server_11,21:13:30,21:14:00,47.6,55.9,
server_11,21:13:40,21:14:10,42.88,51.68,
server_11,21:13:50,21:14:20,42.61,47.83,
server_11,21:14:00,21:14:30,46.37,51.08,
server_11,21:14:10,21:14:40,50.39,50.4,
server_11,21:14:20,21:14:50,47.27,50.93,
server_11,21:14:30,21:15:00,53.68,48.46,
server_11,21:14:40,21:15:10,48.55,54.55,
server_11,21:14:50,21:15:20,45.57,50.15,
server_11,21:15:00,21:15:30,43.47,46.05,
server_11,21:15:10,21:15:40,46.29,39.4,
server_11,21:15:20,21:15:50,53.64,46.85,
server_11,21:15:30,21:16:00,41.56,63.64,
server_11,21:15:40,21:16:10,48.2,69.27,
server_11,21:15:50,21:16:20,51.49,68.59,
server_11,21:16:00,21:16:30,65.55,68.15,
server_11,21:16:10,21:16:40,60.49,64.07,
server_11,21:16:20,21:16:50,48.4,53.84,
server_11,21:16:30,21:17:00,42.5,44.93,
server_11,21:16:40,21:17:10,47.22,43.09,
server_11,21:16:50,21:17:20,60.91,40.96,
server_11,21:17:00,21:17:30,73.54,45.19,
server_11,21:17:10,21:17:40,70.82,46.51,
server_11,21:17:20,21:17:50,70.95,46.61,
server_11,21:17:30,21:18:00,62.81,35.78,
server_11,21:17:40,21:18:10,59.47,32.38,
server_11,21:17:50,21:18:20,51.04,38.93,
server_11,21:18:00,21:18:30,42.42,51.56,
server_11,21:18:10,21:18:40,47.21,59.81,
server_11,21:18:20,21:18:50,44.5,61.79,
server_11,21:18:30,21:19:00,44.32,47.6,
server_11,21:18:40,21:19:10,40.48,41.01,
server_11,21:18:50,21:19:20,49.6,46.39,
server_11,21:19:00,21:19:30,53.01,46.22,
server_11,21:19:10,21:19:40,57.82,48.0,
server_11,21:19:20,21:19:50,64.46,42.19,
server_11,21:19:30,21:20:00,70.01,49.98,
server_11,21:19:40,21:20:10,62.47,57.89,
server_11,21:19:50,21:20:20,45.26,69.65,
server_11,21:20:00,21:20:30,35.85,64.53,
server_11,21:20:10,21:20:40,39.53,57.08,
server_11,21:20:20,21:20:50,56.88,32.2,
server_11,21:20:30,21:21:00,75.95,37.39,
server_11,21:20:40,21:21:10,73.19,36.06,
server_11,21:20:50,21:21:20,58.17,50.1,
server_11,21:21:00,21:21:30,44.0,52.81,
server_11,21:21:10,21:21:40,36.68,61.08,
server_11,21:21:20,21:21:50,47.28,57.27,
server_11,21:21:30,21:22:00,58.09,58.61,
server_11,21:21:40,21:22:10,75.61,57.46,
server_11,21:21:50,21:22:20,65.93,59.04,
server_11,21:22:00,21:22:30,47.26,55.63,
server_11,21:22:10,21:22:40,35.83,48.71,
server_11,21:22:20,21:22:50,41.2,58.96,
server_11,21:22:30,21:23:00,51.9,50.15,
server_11,21:22:40,21:23:10,56.76,54.15,
server_11,21:22:50,21:23:20,46.13,40.43,
server_11,21:23:00,21:23:30,48.2,50.74,
server_11,21:23:10,21:23:40,43.77,58.28,
server_11,21:23:20,21:23:50,48.74,66.86,
server_11,21:23:30,21:24:00,41.26,60.54,
server_11,21:23:40,21:24:10,59.57,65.24,
server_11,21:23:50,21:24:20,55.03,56.59,
server_11,21:24:00,21:24:30,58.31,59.56,
server_11,21:24:10,21:24:40,51.23,38.22,
server_11,21:24:20,21:24:50,55.78,42.97,
server_11,21:24:30,21:25:00,66.65,53.8,
server_11,21:24:40,21:25:10,56.35,58.67,
server_11,21:24:50,21:25:20,59.16,56.89,
server_11,21:25:00,21:25:30,48.29,58.48,
server_11,21:25:10,21:25:40,55.28,54.15,
server_11,21:25:20,21:25:50,56.5,55.45,
server_11,21:25:30,21:26:00,59.68,40.35,
server_11,21:25:40,21:26:10,68.43,45.84,
server_11,21:25:50,21:26:20,59.77,54.92,
server_11,21:26:00,21:26:30,61.13,64.25,
server_11,21:26:10,21:26:40,50.65,63.53,
server_11,21:26:20,21:26:50,52.54,48.57,
server_11,21:26:30,21:27:00,48.51,40.91,
server_11,21:26:40,21:27:10,52.47,44.68,
server_11,21:26:50,21:27:20,55.0,50.49,
server_11,21:27:00,21:27:30,43.71,65.39,
server_11,21:27:10,21:27:40,34.3,72.83,
server_11,21:27:20,21:27:50,42.86,69.64,
server_11,21:27:30,21:28:00,56.75,59.14,
server_11,21:27:40,21:28:10,48.18,51.65,
server_11,21:27:50,21:28:20,50.57,50.59,
server_11,21:28:00,21:28:30,56.07,53.09,
server_11,21:28:10,21:28:40,75.19,58.18,
server_11,21:28:20,21:28:50,66.4,57.66,
server_11,21:28:30,21:29:00,53.12,60.0,
server_11,21:28:40,21:29:10,36.2,58.61,
server_11,21:28:50,21:29:20,36.98,63.96,
server_11,21:29:00,21:29:30,42.69,60.25,
server_11,21:29:10,21:29:40,41.82,57.12,
server_11,21:29:20,21:29:50,42.4,57.23,
server_11,21:29:30,21:30:00,52.12,47.56,
server_11,21:29:40,21:30:10,62.11,48.55,
server_11,21:29:50,21:30:20,57.37,47.27,
server_11,21:30:00,21:30:30,51.75,46.19,
server_11,21:30:10,21:30:40,49.75,41.8,
server_11,21:30:20,21:30:50,51.61,41.89,
server_11,21:30:30,21:31:00,44.22,57.28,
server_11,21:30:40,21:31:10,58.06,65.27,
server_11,21:30:50,21:31:20,56.08,66.49,
server_11,21:31:00,21:31:30,63.67,60.06,
server_11,21:31:10,21:31:40,54.34,43.12,
server_11,21:31:20,21:31:50,55.84,39.14,
server_11,21:31:30,21:32:00,50.79,41.97,
server_11,21:31:40,21:32:10,54.15,58.64,
server_11,21:31:50,21:32:20,52.63,60.29,
server_11,21:32:00,21:32:30,48.1,51.99,
server_11,21:32:10,21:32:40,46.81,45.84,
server_11,21:32:20,21:32:50,41.71,52.75,
server_11,21:32:30,21:33:00,39.31,50.8,
server_11,21:32:40,21:33:10,31.65,45.27,
server_11,21:32:50,21:33:20,33.6,38.67,
server_11,21:33:00,21:33:30,39.72,40.45,
server_11,21:33:10,21:33:40,43.52,44.17,
server_11,21:33:20,21:33:50,55.2,40.72,
server_11,21:33:30,21:34:00,54.32,44.0,
server_11,21:33:40,21:34:10,57.6,44.89,
server_11,21:33:50,21:34:20,54.73,51.89,
server_11,21:34:00,21:34:30,60.56,53.63,
server_11,21:34:10,21:34:40,62.15,55.86,
server_11,21:34:20,21:34:50,55.36,50.64,
server_11,21:34:30,21:35:00,58.11,40.93,
server_11,21:34:40,21:35:10,61.79,37.39,
server_11,21:34:50,21:35:20,59.85,39.27,
server_11,21:35:00,21:35:30,62.45,41.75,
server_11,21:35:10,21:35:40,54.91,43.41,
server_11,21:35:20,21:35:50,70.83,52.05,
server_11,21:35:30,21:36:00,74.79,69.12,
server_11,21:35:40,21:36:10,67.98,67.59,
server_11,21:35:50,21:36:20,60.92,55.69,
server_11,21:36:00,21:36:30,54.04,53.99,
server_11,21:36:10,21:36:40,56.73,52.19,
server_11,21:36:20,21:36:50,56.55,61.19,
server_11,21:36:30,21:37:00,45.14,45.79,
server_11,21:36:40,21:37:10,35.57,48.42,
server_11,21:36:50,21:37:20,41.45,40.55,
server_11,21:37:00,21:37:30,39.67,51.54,
server_11,21:37:10,21:37:40,46.79,56.12,
server_11,21:37:20,21:37:50,39.01,60.29,
server_11,21:37:30,21:38:00,46.76,57.0,
server_11,21:37:40,21:38:10,56.39,57.57,
server_11,21:37:50,21:38:20,57.98,53.3,
server_11,21:38:00,21:38:30,65.88,55.87,
server_11,21:38:10,21:38:40,66.02,43.92,
server_11,21:38:20,21:38:50,58.77,60.58,
server_11,21:38:30,21:39:00,41.91,67.06,
server_11,21:38:40,21:39:10,40.41,76.33,
server_11,21:38:50,21:39:20,50.93,71.85,
server_11,21:39:00,21:39:30,53.72,67.82,
server_11,21:39:10,21:39:40,54.04,64.15,
server_11,21:39:20,21:39:50,34.21,68.17,
server_11,21:39:30,21:40:00,47.03,54.26,
server_11,21:39:40,21:40:10,38.58,55.07,
server_11,21:39:50,21:40:20,48.2,43.18,
server_11,21:40:00,21:40:30,43.05,51.38,
server_11,21:40:10,21:40:40,42.71,50.2,
server_11,21:40:20,21:40:50,55.82,48.05,
server_11,21:40:30,21:41:00,53.81,41.11,
server_11,21:40:40,21:41:10,51.04,50.98,
server_11,21:40:50,21:41:20,42.68,51.68,
server_11,21:41:00,21:41:30,53.02,66.86,
server_11,21:41:10,21:41:40,58.82,55.12,
server_11,21:41:20,21:41:50,55.92,58.71,
server_11,21:41:30,21:42:00,39.32,44.72,
server_11,21:41:40,21:42:10,39.9,44.06,
server_11,21:41:50,21:42:20,45.53,49.92,
server_11,21:42:00,21:42:30,53.01,56.97,
server_11,21:42:10,21:42:40,60.4,55.93,
server_11,21:42:20,21:42:50,56.07,49.01,
server_11,21:42:30,21:43:00,56.63,46.45,
server_11,21:42:40,21:43:10,57.17,47.03,
server_11,21:42:50,21:43:20,60.43,52.99,
server_11,21:43:00,21:43:30,60.7,58.19,
server_11,21:43:10,21:43:40,59.43,62.06,
server_11,21:43:20,21:43:50,57.68,57.39,
server_11,21:43:30,21:44:00,54.14,48.77,
server_11,21:43:40,21:44:10,45.83,58.18,
server_11,21:43:50,21:44:20,41.28,54.68,
server_11,21:44:00,21:44:30,46.63,50.7,
server_11,21:44:10,21:44:40,43.64,36.26,
server_11,21:44:20,21:44:50,56.81,31.88,
server_11,21:44:30,21:45:00,60.01,36.98,
server_11,21:44:40,21:45:10,70.72,42.45,
server_11,21:44:50,21:45:20,70.0,46.73,
server_11,21:45:00,21:45:30,66.69,51.26,
server_11,21:45:10,21:45:40,71.17,60.95,
server_11,21:45:20,21:45:50,67.21,50.09,
server_11,21:45:30,21:46:00,77.06,59.08,
server_11,21:45:40,21:46:10,71.55,44.38,
server_11,21:45:50,21:46:20,68.34,56.48,
server_11,21:46:00,21:46:30,55.52,45.92,
server_11,21:46:10,21:46:40,40.05,67.09,
server_11,21:46:20,21:46:50,33.66,76.33,
server_11,21:46:30,21:47:00,35.79,68.65,
server_11,21:46:40,21:47:10,49.56,55.53,
server_11,21:46:50,21:47:20,65.44,43.11,
server_11,21:47:00,21:47:30,56.21,57.32,
server_11,21:47:10,21:47:40,53.69,67.87,
server_11,21:47:20,21:47:50,57.75,60.39,
server_11,21:47:30,21:48:00,67.18,58.01,
server_11,21:47:40,21:48:10,70.13,50.93,
server_11,21:47:50,21:48:20,61.43,69.29,
server_11,21:48:00,21:48:30,51.39,73.16,
server_11,21:48:10,21:48:40,47.6,67.37,
server_11,21:48:20,21:48:50,39.71,54.15,
server_11,21:48:30,21:49:00,42.99,54.55,
server_11,21:48:40,21:49:10,50.14,61.25,
server_11,21:48:50,21:49:20,66.16,64.28,
server_11,21:49:00,21:49:30,76.8,61.45,
server_11,21:49:10,21:49:40,71.42,55.28,
server_11,21:49:20,21:49:50,59.34,53.11,
server_11,21:49:30,21:50:00,45.06,52.61,
server_11,21:49:40,21:50:10,41.49,47.98,
server_11,21:49:50,21:50:20,44.3,57.15,
server_11,21:50:00,21:50:30,51.3,53.32,
server_11,21:50:10,21:50:40,56.19,59.56,
server_11,21:50:20,21:50:50,57.14,59.83,
server_11,21:50:30,21:51:00,61.46,51.63,
server_11,21:50:40,21:51:10,61.45,47.35,
server_11,21:50:50,21:51:20,56.16,49.81,
server_11,21:51:00,21:51:30,44.51,63.99,
server_11,21:51:10,21:51:40,49.66,77.93,
server_11,21:51:20,21:51:50,50.08,71.91,
server_11,21:51:30,21:52:00,54.21,60.52,
server_11,21:51:40,21:52:10,40.26,53.94,
server_11,21:51:50,21:52:20,32.45,60.86,
server_11,21:52:00,21:52:30,44.16,74.87,
server_11,21:52:10,21:52:40,54.78,76.67,
server_11,21:52:20,21:52:50,55.97,67.03,
server_11,21:52:30,21:53:00,47.37,55.68,
server_11,21:52:40,21:53:10,37.69,51.77,
server_11,21:52:50,21:53:20,48.08,51.95,
server_11,21:53:00,21:53:30,55.38,54.28,
server_11,21:53:10,21:53:40,66.13,51.99,
server_11,21:53:20,21:53:50,61.37,48.6,
server_11,21:53:30,21:54:00,63.52,54.79,
server_11,21:53:40,21:54:10,56.32,49.62,
server_11,21:53:50,21:54:20,55.65,52.08,
server_11,21:54:00,21:54:30,44.11,38.96,
server_11,21:54:10,21:54:40,42.42,37.06,
server_11,21:54:20,21:54:50,45.29,26.71,
server_11,21:54:30,21:55:00,51.93,31.41,
server_11,21:54:40,21:55:10,70.62,40.17,
server_11,21:54:50,21:55:20,68.6,54.85,
server_11,21:55:00,21:55:30,61.63,56.25,
server_11,21:55:10,21:55:40,44.2,54.32,
server_11,21:55:20,21:55:50,36.99,45.5,
server_11,21:55:30,21:56:00,35.13,40.44,
server_11,21:55:40,21:56:10,43.06,43.93,
server_11,21:55:50,21:56:20,54.72,44.11,
server_11,21:56:00,21:56:30,46.61,50.14,
server_11,21:56:10,21:56:40,33.81,51.46,
server_11,21:56:20,21:56:50,30.23,59.45,
server_11,21:56:30,21:57:00,36.17,65.64,
server_11,21:56:40,21:57:10,46.07,58.67,
server_11,21:56:50,21:57:20,49.23,59.63,
server_11,21:57:00,21:57:30,69.77,51.01,
server_11,21:57:10,21:57:40,69.07,58.94,
server_11,21:57:20,21:57:50,62.81,55.49,
server_11,21:57:30,21:58:00,49.08,58.21,
server_11,21:57:40,21:58:10,50.92,53.6,
server_11,21:57:50,21:58:20,48.89,52.1,
server_11,21:58:00,21:58:30,52.97,40.48,
server_11,21:58:10,21:58:40,45.09,35.37,
server_11,21:58:20,21:58:50,44.74,47.8,
server_11,21:58:30,21:59:00,42.49,52.29,
server_11,21:58:40,21:59:10,49.26,58.89,
server_11,21:58:50,21:59:20,47.28,50.34,
server_11,21:59:00,21:59:30,52.77,61.05,
server_11,21:59:10,21:59:40,44.35,53.9,
server_11,21:59:20,21:59:50,61.14,48.25,
server_11,21:59:30,22:00:00,52.29,42.77,
server_11,21:59:40,22:00:10,65.48,47.2,
server_11,21:59:50,22:00:20,58.65,46.19,
server_11,22:00:00,22:00:30,51.67,40.58,
server_11,22:00:10,22:00:40,55.34,33.59,
server_11,22:00:20,22:00:50,54.97,30.21,
server_11,22:00:30,22:01:00,55.86,44.95,
server_11,22:00:40,22:01:10,44.67,52.52,
server_11,22:00:50,22:01:20,42.79,58.32,
server_11,22:01:00,22:01:30,61.3,54.13,
server_11,22:01:10,22:01:40,59.03,48.85,
server_11,22:01:20,22:01:50,54.31,44.48,
server_11,22:01:30,22:02:00,51.2,35.69,
server_11,22:01:40,22:02:10,50.13,39.22,
server_11,22:01:50,22:02:20,46.62,41.83,
server_11,22:02:00,22:02:30,43.42,47.12,
server_11,22:02:10,22:02:40,46.98,46.73,
server_11,22:02:20,22:02:50,55.04,52.0,
server_11,22:02:30,22:03:00,50.69,47.41,
server_11,22:02:40,22:03:10,47.13,55.73,
server_11,22:02:50,22:03:20,45.66,50.99,
server_11,22:03:00,22:03:30,49.93,58.49,
server_11,22:03:10,22:03:40,47.76,46.01,
server_11,22:03:20,22:03:50,54.12,57.09,
server_11,22:03:30,22:04:00,56.15,47.11,
server_11,22:03:40,22:04:10,53.16,55.8,
server_11,22:03:50,22:04:20,57.55,54.06,
server_11,22:04:00,22:04:30,56.11,52.89,
server_11,22:04:10,22:04:40,68.43,51.34,
server_11,22:04:20,22:04:50,72.88,48.1,
server_11,22:04:30,22:05:00,63.81,62.31,
server_11,22:04:40,22:05:10,58.55,60.96,
server_11,22:04:50,22:05:20,56.53,63.93,
server_11,22:05:00,22:05:30,62.39,60.27,
server_11,22:05:10,22:05:40,64.29,63.21,
server_11,22:05:20,22:05:50,41.49,61.4,
server_11,22:05:30,22:06:00,35.66,64.62,
server_11,22:05:40,22:06:10,32.48,60.08,
server_11,22:05:50,22:06:20,49.31,58.16,
server_11,22:06:00,22:06:30,55.26,46.85,
server_11,22:06:10,22:06:40,63.72,41.69,
server_11,22:06:20,22:06:50,46.62,46.05,
server_11,22:06:30,22:07:00,40.5,49.07,
server_11,22:06:40,22:07:10,40.02,62.82,
server_11,22:06:50,22:07:20,51.56,62.26,
server_11,22:07:00,22:07:30,46.33,64.42,
server_11,22:07:10,22:07:40,43.45,55.04,
server_11,22:07:20,22:07:50,48.23,50.0,
server_11,22:07:30,22:08:00,57.48,50.45,
server_11,22:07:40,22:08:10,60.84,46.91,
server_11,22:07:50,22:08:20,69.22,47.22,
server_11,22:08:00,22:08:30,74.52,49.27,
server_11,22:08:10,22:08:40,73.44,57.24,
server_11,22:08:20,22:08:50,54.77,60.7,
server_11,22:08:30,22:09:00,45.64,50.99,
server_11,22:08:40,22:09:10,37.19,59.46,
server_11,22:08:50,22:09:20,42.78,53.44,
server_11,22:09:00,22:09:30,51.36,54.16,
server_11,22:09:10,22:09:40,69.72,43.43,
server_11,22:09:20,22:09:50,70.64,36.83,
server_11,22:09:30,22:10:00,71.96,36.34,
server_11,22:09:40,22:10:10,58.47,38.63,
server_11,22:09:50,22:10:20,61.93,34.58,
server_11,22:10:00,22:10:30,46.04,54.39,
server_11,22:10:10,22:10:40,45.41,54.2,
server_11,22:10:20,22:10:50,42.77,72.05,
server_11,22:10:30,22:11:00,51.38,61.59,
server_11,22:10:40,22:11:10,44.44,63.11,
server_11,22:10:50,22:11:20,44.4,68.26,
server_11,22:11:00,22:11:30,41.47,71.02,
server_11,22:11:10,22:11:40,48.6,70.57,
server_11,22:11:20,22:11:50,39.47,57.25,
server_11,22:11:30,22:12:00,36.59,45.51,
server_11,22:11:40,22:12:10,34.41,39.96,
server_11,22:11:50,22:12:20,35.25,38.32,
server_11,22:12:00,22:12:30,42.03,43.63,
server_11,22:12:10,22:12:40,45.08,45.1,
server_11,22:12:20,22:12:50,56.76,47.04,
server_11,22:12:30,22:13:00,60.6,39.58,
server_11,22:12:40,22:13:10,66.36,32.94,
server_11,22:12:50,22:13:20,54.14,41.51,
server_11,22:13:00,22:13:30,56.42,45.73,
server_11,22:13:10,22:13:40,45.33,57.33,
server_11,22:13:20,22:13:50,60.68,59.5,
server_11,22:13:30,22:14:00,52.8,70.01,
server_11,22:13:40,22:14:10,62.31,68.73,
server_11,22:13:50,22:14:20,58.65,64.99,
server_11,22:14:00,22:14:30,59.84,55.99,
server_11,22:14:10,22:14:40,60.08,58.89,
server_11,22:14:20,22:14:50,51.19,54.24,
server_11,22:14:30,22:15:00,47.19,50.06,
server_11,22:14:40,22:15:10,35.87,52.72,
server_11,22:14:50,22:15:20,40.13,50.32,
server_11,22:15:00,22:15:30,50.45,62.56,
server_11,22:15:10,22:15:40,63.14,46.5,
server_11,22:15:20,22:15:50,58.65,48.88,
server_11,22:15:30,22:16:00,52.31,41.54,
server_11,22:15:40,22:16:10,45.37,51.83,
server_11,22:15:50,22:16:20,45.25,56.63,
server_11,22:16:00,22:16:30,47.14,62.37,
server_11,22:16:10,22:16:40,51.67,64.86,
server_11,22:16:20,22:16:50,55.56,61.01,
server_11,22:16:30,22:17:00,60.67,64.32,
server_11,22:16:40,22:17:10,54.76,57.0,
server_11,22:16:50,22:17:20,60.57,65.28,
server_11,22:17:00,22:17:30,52.2,52.78,
server_11,22:17:10,22:17:40,64.65,63.1,
server_11,22:17:20,22:17:50,58.23,55.75,
server_11,22:17:30,22:18:00,58.84,58.61,
server_11,22:17:40,22:18:10,54.12,54.36,
server_11,22:17:50,22:18:20,60.91,41.61,
server_11,22:18:00,22:18:30,70.08,53.64,
server_11,22:18:10,22:18:40,73.76,42.16,
server_11,22:18:20,22:18:50,68.47,55.79,
server_11,22:18:30,22:19:00,66.28,41.16,
server_11,22:18:40,22:19:10,67.09,46.68,
server_11,22:18:50,22:19:20,62.3,47.81,
server_11,22:19:00,22:19:30,66.39,45.69,
server_11,22:19:10,22:19:40,61.51,39.18,
server_11,22:19:20,22:19:50,67.86,25.28,
