server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_11,21:53:10,21:53:40,16746.07,1194.06,Possible DDoS
server_11,21:53:20,21:53:50,16746.07,6892.66,Network flood + Disk thrash suspected
server_11,21:53:30,21:54:00,4298.47,6892.66,Network flood + Disk thrash suspected
server_11,21:53:40,21:54:10,14998.37,6892.66,Network flood + Disk thrash suspected
server_11,21:53:50,21:54:20,14998.37,3001.8,Network flood + Disk thrash suspected
server_11,21:54:00,21:54:30,14998.37,3001.8,Network flood + Disk thrash suspected
server_11,21:54:10,21:54:40,2647.73,3929.49,Disk thrash suspected
server_11,21:54:20,21:54:50,965.19,3929.49,Disk thrash suspected
server_11,21:54:30,21:55:00,7838.73,3929.49,Network flood + Disk thrash suspected
server_11,21:54:40,21:55:10,7838.73,190.07,Possible DDoS
server_11,21:54:50,21:55:20,7838.73,3043.55,Network flood + Disk thrash suspected
server_11,21:55:00,21:55:30,973.27,3043.55,Disk thrash suspected
server_11,21:55:10,21:55:40,671.4,3043.55,Disk thrash suspected
server_11,21:55:20,21:55:50,571.46,95.18,
server_11,21:55:30,21:56:00,438.44,4470.04,Disk thrash suspected
server_11,21:55:40,21:56:10,922.18,4470.04,Disk thrash suspected
server_11,21:55:50,21:56:20,922.18,4470.04,Disk thrash suspected
server_11,21:56:00,21:56:30,922.18,3420.82,Disk thrash suspected
server_11,21:56:10,21:56:40,858.86,3420.82,Disk thrash suspected
server_11,21:56:20,21:56:50,8059.07,3420.82,Network flood + Disk thrash suspected
server_11,21:56:30,21:57:00,8059.07,3018.85,Network flood + Disk thrash suspected
server_11,21:56:40,21:57:10,11201.5,1810.71,Possible DDoS
server_11,21:56:50,21:57:20,16100.94,189.11,Possible DDoS
server_11,21:57:00,21:57:30,16100.94,189.11,Possible DDoS
server_11,21:57:10,21:57:40,16100.94,743.03,Possible DDoS
server_11,21:57:20,21:57:50,2353.02,6612.31,Disk thrash suspected
server_11,21:57:30,21:58:00,2353.02,7527.0,Disk thrash suspected
server_11,21:57:40,21:58:10,967.75,7527.0,Disk thrash suspected
server_11,21:57:50,21:58:20,967.75,7527.0,Disk thrash suspected
server_11,21:58:00,21:58:30,967.75,7183.69,Disk thrash suspected
server_11,21:58:10,21:58:40,963.5,7183.69,Disk thrash suspected
server_11,21:58:20,21:58:50,963.5,7183.69,Disk thrash suspected
server_11,21:58:30,21:59:00,9115.68,9223.67,Network flood + Disk thrash suspected
server_11,21:58:40,21:59:10,9115.68,9223.67,Network flood + Disk thrash suspected
server_11,21:58:50,21:59:20,9115.68,9223.67,Network flood + Disk thrash suspected
server_11,21:59:00,21:59:30,18493.8,8708.11,Network flood + Disk thrash suspected
server_11,21:59:10,21:59:40,18493.8,8708.11,Network flood + Disk thrash suspected
server_11,21:59:20,21:59:50,18493.8,108.45,Possible DDoS
server_11,21:59:30,22:00:00,971.37,108.45,
server_11,21:59:40,22:00:10,17195.6,1522.39,Possible DDoS
server_11,21:59:50,22:00:20,17195.6,1522.39,Possible DDoS
server_11,22:00:00,22:00:30,17195.6,8802.7,Network flood + Disk thrash suspected
server_11,22:00:10,22:00:40,4812.74,8802.7,Network flood + Disk thrash suspected
server_11,22:00:20,22:00:50,4812.74,8802.7,Network flood + Disk thrash suspected
server_11,22:00:30,22:01:00,4812.74,6301.25,Network flood + Disk thrash suspected
server_11,22:00:40,22:01:10,909.55,6301.25,Disk thrash suspected
server_11,22:00:50,22:01:20,4276.67,778.38,Possible DDoS
server_11,22:01:00,22:01:30,16254.6,778.38,Possible DDoS
server_11,22:01:10,22:01:40,16254.6,1682.89,Possible DDoS
server_11,22:01:20,22:01:50,16254.6,1682.89,Possible DDoS
server_11,22:01:30,22:02:00,15836.59,1682.89,Possible DDoS
server_11,22:01:40,22:02:10,15836.59,193.22,Possible DDoS
server_11,22:01:50,22:02:20,1038.21,9440.64,Disk thrash suspected
server_11,22:02:00,22:02:30,16668.05,9440.64,Network flood + Disk thrash suspected
server_11,22:02:10,22:02:40,16668.05,9440.64,Network flood + Disk thrash suspected
server_11,22:02:20,22:02:50,16668.05,126.54,Possible DDoS
server_11,22:02:30,22:03:00,554.56,96.88,
server_11,22:02:40,22:03:10,11455.76,161.63,Possible DDoS
server_11,22:02:50,22:03:20,16002.61,174.11,Possible DDoS
server_11,22:03:00,22:03:30,16002.61,3851.64,Network flood + Disk thrash suspected
server_11,22:03:10,22:03:40,16002.61,3851.64,Network flood + Disk thrash suspected
server_11,22:03:20,22:03:50,863.93,3851.64,Disk thrash suspected
server_11,22:03:30,22:04:00,1121.16,1676.5,
server_11,22:03:40,22:04:10,1121.16,1676.5,
server_11,22:03:50,22:04:20,12302.62,1676.5,Possible DDoS
server_11,22:04:00,22:04:30,12302.62,101.7,Possible DDoS
server_11,22:04:10,22:04:40,12302.62,1845.84,Possible DDoS
server_11,22:04:20,22:04:50,11840.26,1845.84,Possible DDoS
server_11,22:04:30,22:05:00,11840.26,1845.84,Possible DDoS
server_11,22:04:40,22:05:10,9245.41,5218.95,Network flood + Disk thrash suspected
server_11,22:04:50,22:05:20,14486.43,5218.95,Network flood + Disk thrash suspected
server_11,22:05:00,22:05:30,14486.43,5218.95,Network flood + Disk thrash suspected
server_11,22:05:10,22:05:40,14486.43,1384.83,Possible DDoS
server_11,22:05:20,22:05:50,3896.88,1384.83,
server_11,22:05:30,22:06:00,16961.71,144.49,Possible DDoS
server_11,22:05:40,22:06:10,16961.71,828.41,Possible DDoS
server_11,22:05:50,22:06:20,16961.71,828.41,Possible DDoS
server_11,22:06:00,22:06:30,17200.71,828.41,Possible DDoS
server_11,22:06:10,22:06:40,17200.71,1594.06,Possible DDoS
server_11,22:06:20,22:06:50,17200.71,1594.06,Possible DDoS
server_11,22:06:30,22:07:00,3198.56,1594.06,
server_11,22:06:40,22:07:10,651.28,97.61,
server_11,22:06:50,22:07:20,651.28,97.61,
server_11,22:07:00,22:07:30,651.28,5157.65,Disk thrash suspected
server_11,22:07:10,22:07:40,599.45,5157.65,Disk thrash suspected
server_11,22:07:20,22:07:50,7462.73,5157.65,Network flood + Disk thrash suspected
server_11,22:07:30,22:08:00,7462.73,119.99,Possible DDoS
server_11,22:07:40,22:08:10,7462.73,119.99,Possible DDoS
server_11,22:07:50,22:08:20,926.74,106.08,
server_11,22:08:00,22:08:30,3160.17,1996.6,Disk thrash suspected
server_11,22:08:10,22:08:40,3160.17,1996.6,Disk thrash suspected
server_11,22:08:20,22:08:50,17490.6,1996.6,Network flood + Disk thrash suspected
server_11,22:08:30,22:09:00,17490.6,7572.11,Network flood + Disk thrash suspected
server_11,22:08:40,22:09:10,17490.6,7572.11,Network flood + Disk thrash suspected
server_11,22:08:50,22:09:20,16926.48,7572.11,Network flood + Disk thrash suspected
server_11,22:09:00,22:09:30,16926.48,105.82,Possible DDoS
server_11,22:09:10,22:09:40,16926.48,78.15,Possible DDoS
server_11,22:09:20,22:09:50,880.5,4969.51,Disk thrash suspected
server_11,22:09:30,22:10:00,921.03,4969.51,Disk thrash suspected
server_11,22:09:40,22:10:10,4548.61,4969.51,Network flood + Disk thrash suspected
server_11,22:09:50,22:10:20,4548.61,6338.54,Network flood + Disk thrash suspected
server_11,22:10:00,22:10:30,4548.61,6338.54,Network flood + Disk thrash suspected
server_11,22:10:10,22:10:40,4647.82,6338.54,Network flood + Disk thrash suspected
server_11,22:10:20,22:10:50,4647.82,9394.31,Network flood + Disk thrash suspected
server_11,22:10:30,22:11:00,4647.82,9394.31,Network flood + Disk thrash suspected
server_11,22:10:40,22:11:10,2776.9,9394.31,Disk thrash suspected
server_11,22:10:50,22:11:20,2776.9,1773.43,
server_11,22:11:00,22:11:30,934.81,147.29,
server_11,22:11:10,22:11:40,934.81,147.29,
server_11,22:11:20,22:11:50,702.43,147.29,
server_11,22:11:30,22:12:00,702.43,68.47,
server_11,22:11:40,22:12:10,612.54,77.26,
server_11,22:11:50,22:12:20,612.54,6588.26,Disk thrash suspected
server_11,22:12:00,22:12:30,7856.66,6588.26,Network flood + Disk thrash suspected
server_11,22:12:10,22:12:40,7856.66,6588.26,Network flood + Disk thrash suspected
server_11,22:12:20,22:12:50,10590.62,1596.53,Possible DDoS
server_11,22:12:30,22:13:00,10590.62,1596.53,Possible DDoS
server_11,22:12:40,22:13:10,10590.62,1203.15,Possible DDoS
server_11,22:12:50,22:13:20,1954.78,1203.15,
server_11,22:13:00,22:13:30,1361.46,930.83,
server_11,22:13:10,22:13:40,1361.46,4335.41,Disk thrash suspected
server_11,22:13:20,22:13:50,19952.55,4335.41,Network flood + Disk thrash suspected
server_11,22:13:30,22:14:00,19952.55,4335.41,Network flood + Disk thrash suspected
server_11,22:13:40,22:14:10,19952.55,158.83,Possible DDoS
server_11,22:13:50,22:14:20,1267.23,1152.48,
server_11,22:14:00,22:14:30,4456.69,7848.63,Network flood + Disk thrash suspected
server_11,22:14:10,22:14:40,4456.69,7848.63,Network flood + Disk thrash suspected
server_11,22:14:20,22:14:50,4456.69,7848.63,Network flood + Disk thrash suspected
server_11,22:14:30,22:15:00,975.64,5549.42,Disk thrash suspected
server_11,22:14:40,22:15:10,489.64,5549.42,Disk thrash suspected
server_11,22:14:50,22:15:20,19706.2,85.25,Possible DDoS
server_11,22:15:00,22:15:30,19706.2,160.07,Possible DDoS
server_11,22:15:10,22:15:40,19706.2,160.07,Possible DDoS
server_11,22:15:20,22:15:50,887.98,3711.13,Disk thrash suspected
server_11,22:15:30,22:16:00,2265.86,3711.13,Disk thrash suspected
server_11,22:15:40,22:16:10,2265.86,3711.13,Disk thrash suspected
server_11,22:15:50,22:16:20,2265.86,3461.89,Disk thrash suspected
server_11,22:16:00,22:16:30,621.29,3461.89,Disk thrash suspected
server_11,22:16:10,22:16:40,1942.91,1235.03,
server_11,22:16:20,22:16:50,1942.91,1235.03,
server_11,22:16:30,22:17:00,2251.85,1235.03,
server_11,22:16:40,22:17:10,3703.82,3947.56,Disk thrash suspected
server_11,22:16:50,22:17:20,3703.82,3947.56,Disk thrash suspected
server_11,22:17:00,22:17:30,17902.12,3947.56,Network flood + Disk thrash suspected
server_11,22:17:10,22:17:40,19968.37,1463.78,Possible DDoS
server_11,22:17:20,22:17:50,19968.37,168.81,Possible DDoS
server_11,22:17:30,22:18:00,19968.37,168.81,Possible DDoS
server_11,22:17:40,22:18:10,886.95,118.62,
server_11,22:17:50,22:18:20,987.59,4079.47,Disk thrash suspected
server_11,22:18:00,22:18:30,987.59,4079.47,Disk thrash suspected
server_11,22:18:10,22:18:40,10147.06,4079.47,Network flood + Disk thrash suspected
server_11,22:18:20,22:18:50,10147.06,95.04,Possible DDoS
server_11,22:18:30,22:19:00,10147.06,796.43,Possible DDoS
server_11,22:18:40,22:19:10,4431.98,948.85,Possible DDoS
server_11,22:18:50,22:19:20,15741.07,948.85,Possible DDoS
server_11,22:19:00,22:19:30,15741.07,948.85,Possible DDoS
server_11,22:19:10,22:19:40,15741.07,177.75,Possible DDoS
server_11,22:19:20,22:19:50,6275.14,9266.33,Network flood + Disk thrash suspected
server_11,22:19:30,22:20:00,6275.14,9266.33,Network flood + Disk thrash suspected
server_11,22:19:40,22:20:10,972.55,9266.33,Disk thrash suspected
server_11,22:19:50,22:20:20,4975.11,1410.32,Possible DDoS
server_11,22:20:00,22:20:30,10623.19,1410.32,Possible DDoS
server_11,22:20:10,22:20:40,10623.19,1410.32,Possible DDoS
server_11,22:20:20,22:20:50,15951.87,627.01,Possible DDoS
server_11,22:20:30,22:21:00,15951.87,627.01,Possible DDoS
server_11,22:20:40,22:21:10,15951.87,134.76,Possible DDoS
server_11,22:20:50,22:21:20,12971.12,1228.59,Possible DDoS
server_11,22:21:00,22:21:30,10607.09,1228.59,Possible DDoS
server_11,22:21:10,22:21:40,10607.09,1228.59,Possible DDoS
server_11,22:21:20,22:21:50,10607.09,140.75,Possible DDoS
server_11,22:21:30,22:22:00,15146.2,187.04,Possible DDoS
server_11,22:21:40,22:22:10,15146.2,187.04,Possible DDoS
server_11,22:21:50,22:22:20,15146.2,187.04,Possible DDoS
server_11,22:22:00,22:22:30,12150.34,87.29,Possible DDoS
server_11,22:22:10,22:22:40,12150.34,118.69,Possible DDoS
server_11,22:22:20,22:22:50,18574.89,121.15,Possible DDoS
server_11,22:22:30,22:23:00,18574.89,121.15,Possible DDoS
server_11,22:22:40,22:23:10,18574.89,1948.68,Network flood + Disk thrash suspected
server_11,22:22:50,22:23:20,4717.49,1948.68,Network flood + Disk thrash suspected
server_11,22:23:00,22:23:30,4717.49,1948.68,Network flood + Disk thrash suspected
server_11,22:23:10,22:23:40,4532.6,1372.99,Possible DDoS
server_11,22:23:20,22:23:50,4532.6,1150.58,Possible DDoS
server_11,22:23:30,22:24:00,813.48,3908.13,Disk thrash suspected
server_11,22:23:40,22:24:10,723.88,3908.13,Disk thrash suspected
server_11,22:23:50,22:24:20,723.88,3908.13,Disk thrash suspected
server_11,22:24:00,22:24:30,10355.94,7116.32,Network flood + Disk thrash suspected
server_11,22:24:10,22:24:40,10355.94,7116.32,Network flood + Disk thrash suspected
server_11,22:24:20,22:24:50,10355.94,7116.32,Network flood + Disk thrash suspected
server_11,22:24:30,22:25:00,7130.56,128.0,Possible DDoS
server_11,22:24:40,22:25:10,7130.56,1731.32,Possible DDoS
server_11,22:24:50,22:25:20,7130.56,6926.18,Network flood + Disk thrash suspected
server_11,22:25:00,22:25:30,2489.64,6926.18,Disk thrash suspected
server_11,22:25:10,22:25:40,603.78,6926.18,Disk thrash suspected
server_11,22:25:20,22:25:50,806.96,4042.47,Disk thrash suspected
server_11,22:25:30,22:26:00,17178.86,4042.47,Network flood + Disk thrash suspected
server_11,22:25:40,22:26:10,17178.86,4042.47,Network flood + Disk thrash suspected
server_11,22:25:50,22:26:20,19421.49,1810.42,Possible DDoS
server_11,22:26:00,22:26:30,19421.49,124.72,Possible DDoS
server_11,22:26:10,22:26:40,19421.49,124.72,Possible DDoS
server_11,22:26:20,22:26:50,2202.14,1535.62,
server_11,22:26:30,22:27:00,6736.77,1535.62,Possible DDoS
server_11,22:26:40,22:27:10,6736.77,1535.62,Possible DDoS
server_11,22:26:50,22:27:20,6736.77,166.99,Possible DDoS
server_11,22:27:00,22:27:30,5356.91,166.99,Possible DDoS
server_11,22:27:10,22:27:40,5356.91,166.99,Possible DDoS
server_11,22:27:20,22:27:50,945.38,150.27,
server_11,22:27:30,22:28:00,945.38,150.27,
server_11,22:27:40,22:28:10,11513.77,192.77,Possible DDoS
server_11,22:27:50,22:28:20,11513.77,192.77,Possible DDoS
server_11,22:28:00,22:28:30,11513.77,192.77,Possible DDoS
server_11,22:28:10,22:28:40,947.39,8549.6,Disk thrash suspected
server_11,22:28:20,22:28:50,947.39,8549.6,Disk thrash suspected
server_11,22:28:30,22:29:00,947.39,8549.6,Disk thrash suspected
server_11,22:28:40,22:29:10,17636.15,149.24,Possible DDoS
server_11,22:28:50,22:29:20,17636.15,149.24,Possible DDoS
server_11,22:29:00,22:29:30,17636.15,149.24,Possible DDoS
server_11,22:29:10,22:29:40,17021.99,175.75,Possible DDoS
server_11,22:29:20,22:29:50,17021.99,1258.6,Possible DDoS
server_11,22:29:30,22:30:00,13304.92,8622.04,Network flood + Disk thrash suspected
server_11,22:29:40,22:30:10,2291.76,8622.04,Disk thrash suspected
server_11,22:29:50,22:30:20,3360.84,8622.04,Disk thrash suspected
server_11,22:30:00,22:30:30,19014.19,3860.44,Network flood + Disk thrash suspected
server_11,22:30:10,22:30:40,19014.19,3860.44,Network flood + Disk thrash suspected
server_11,22:30:20,22:30:50,19014.19,922.62,Possible DDoS
server_11,22:30:30,22:31:00,937.57,157.16,
server_11,22:30:40,22:31:10,11845.28,157.16,Possible DDoS
server_11,22:30:50,22:31:20,11845.28,7453.46,Network flood + Disk thrash suspected
server_11,22:31:00,22:31:30,11845.28,7453.46,Network flood + Disk thrash suspected
server_11,22:31:10,22:31:40,799.78,7453.46,Disk thrash suspected
server_11,22:31:20,22:31:50,3807.3,1252.88,
server_11,22:31:30,22:32:00,3807.3,1252.88,
server_11,22:31:40,22:32:10,3807.3,1252.88,
server_11,22:31:50,22:32:20,917.52,4624.51,Disk thrash suspected
server_11,22:32:00,22:32:30,917.52,4624.51,Disk thrash suspected
server_11,22:32:10,22:32:40,16639.39,4624.51,Network flood + Disk thrash suspected
server_11,22:32:20,22:32:50,16639.39,3361.83,Network flood + Disk thrash suspected
server_11,22:32:30,22:33:00,16639.39,4886.04,Network flood + Disk thrash suspected
server_11,22:32:40,22:33:10,4123.08,4886.04,Disk thrash suspected
server_11,22:32:50,22:33:20,18205.59,4886.04,Network flood + Disk thrash suspected
server_11,22:33:00,22:33:30,18205.59,986.59,Possible DDoS
server_11,22:33:10,22:33:40,18205.59,986.59,Possible DDoS
server_11,22:33:20,22:33:50,2557.16,1956.13,Disk thrash suspected
server_11,22:33:30,22:34:00,2557.16,1956.13,Disk thrash suspected
server_11,22:33:40,22:34:10,2557.16,1956.13,Disk thrash suspected
server_11,22:33:50,22:34:20,983.7,147.33,
server_11,22:34:00,22:34:30,1694.69,1902.53,
server_11,22:34:10,22:34:40,14707.96,1902.53,Possible DDoS
server_11,22:34:20,22:34:50,14707.96,1902.53,Possible DDoS
server_11,22:34:30,22:35:00,14707.96,119.36,Possible DDoS
server_11,22:34:40,22:35:10,12502.86,150.91,Possible DDoS
server_11,22:34:50,22:35:20,12502.86,150.91,Possible DDoS
server_11,22:35:00,22:35:30,12502.86,159.02,Possible DDoS
server_11,22:35:10,22:35:40,849.46,166.72,
server_11,22:35:20,22:35:50,849.46,166.72,
server_11,22:35:30,22:36:00,2063.5,890.21,
server_11,22:35:40,22:36:10,4745.63,890.21,Possible DDoS
server_11,22:35:50,22:36:20,10398.34,890.21,Possible DDoS
server_11,22:36:00,22:36:30,10398.34,8399.57,Network flood + Disk thrash suspected
server_11,22:36:10,22:36:40,10398.34,9952.7,Network flood + Disk thrash suspected
server_11,22:36:20,22:36:50,9463.08,9952.7,Network flood + Disk thrash suspected
server_11,22:36:30,22:37:00,12607.09,9952.7,Network flood + Disk thrash suspected
server_11,22:36:40,22:37:10,12607.09,1845.63,Possible DDoS
server_11,22:36:50,22:37:20,12607.09,7704.89,Network flood + Disk thrash suspected
server_11,22:37:00,22:37:30,9439.61,7704.89,Network flood + Disk thrash suspected
server_11,22:37:10,22:37:40,9439.61,7704.89,Network flood + Disk thrash suspected
server_11,22:37:20,22:37:50,9439.61,1253.85,Possible DDoS
server_11,22:37:30,22:38:00,9107.27,1253.85,Possible DDoS
server_11,22:37:40,22:38:10,9107.27,1253.85,Possible DDoS
server_11,22:37:50,22:38:20,9107.27,60.26,Possible DDoS
server_11,22:38:00,22:38:30,984.28,4108.42,Disk thrash suspected
server_11,22:38:10,22:38:40,984.28,9171.31,Disk thrash suspected
server_11,22:38:20,22:38:50,3466.99,9171.31,Disk thrash suspected
server_11,22:38:30,22:39:00,3466.99,9171.31,Disk thrash suspected
server_11,22:38:40,22:39:10,3466.99,1707.77,
server_11,22:38:50,22:39:20,13015.49,1707.77,Possible DDoS
server_11,22:39:00,22:39:30,13015.49,1276.4,Possible DDoS
server_11,22:39:10,22:39:40,13015.49,167.79,Possible DDoS
server_11,22:39:20,22:39:50,16864.24,120.51,Possible DDoS
server_11,22:39:30,22:40:00,16864.24,107.22,Possible DDoS
server_11,22:39:40,22:40:10,16864.24,107.22,Possible DDoS
server_11,22:39:50,22:40:20,15728.3,187.93,Possible DDoS
server_11,22:40:00,22:40:30,15728.3,578.55,Possible DDoS
server_11,22:40:10,22:40:40,17572.91,578.55,Possible DDoS
server_11,22:40:20,22:40:50,17572.91,7223.06,Network flood + Disk thrash suspected
server_11,22:40:30,22:41:00,17572.91,7223.06,Network flood + Disk thrash suspected
server_11,22:40:40,22:41:10,4503.63,7223.06,Network flood + Disk thrash suspected
server_11,22:40:50,22:41:20,4503.63,1332.44,Possible DDoS
server_11,22:41:00,22:41:30,4503.63,1332.44,Possible DDoS
server_11,22:41:10,22:41:40,945.02,115.03,
server_11,22:41:20,22:41:50,532.01,115.03,
server_11,22:41:30,22:42:00,649.44,115.03,
server_11,22:41:40,22:42:10,973.19,177.68,
server_11,22:41:50,22:42:20,4953.3,1242.17,Possible DDoS
server_11,22:42:00,22:42:30,4953.3,1242.17,Possible DDoS
server_11,22:42:10,22:42:40,4953.3,4554.87,Network flood + Disk thrash suspected
server_11,22:42:20,22:42:50,691.28,4554.87,Disk thrash suspected
server_11,22:42:30,22:43:00,10503.5,4554.87,Network flood + Disk thrash suspected
server_11,22:42:40,22:43:10,10503.5,64.56,Possible DDoS
server_11,22:42:50,22:43:20,10503.5,103.49,Possible DDoS
server_11,22:43:00,22:43:30,1040.27,202.14,
server_11,22:43:10,22:43:40,1040.27,202.14,
server_11,22:43:20,22:43:50,1040.27,202.14,
server_11,22:43:30,22:44:00,973.61,124.72,
server_11,22:43:40,22:44:10,973.61,97.91,
server_11,22:43:50,22:44:20,6292.66,129.64,Possible DDoS
server_11,22:44:00,22:44:30,6292.66,1315.26,Possible DDoS
server_11,22:44:10,22:44:40,7344.73,1315.26,Possible DDoS
server_11,22:44:20,22:44:50,7344.73,1315.26,Possible DDoS
server_11,22:44:30,22:45:00,7344.73,33.53,Possible DDoS
server_11,22:44:40,22:45:10,6037.16,9200.41,Network flood + Disk thrash suspected
server_11,22:44:50,22:45:20,6037.16,9200.41,Network flood + Disk thrash suspected
server_11,22:45:00,22:45:30,7418.88,9200.41,Network flood + Disk thrash suspected
server_11,22:45:10,22:45:40,7418.88,8475.7,Network flood + Disk thrash suspected
server_11,22:45:20,22:45:50,7418.88,8280.9,Network flood + Disk thrash suspected
server_11,22:45:30,22:46:00,4411.1,8280.9,Network flood + Disk thrash suspected
server_11,22:45:40,22:46:10,7766.27,8280.9,Network flood + Disk thrash suspected
server_11,22:45:50,22:46:20,7766.27,9460.05,Network flood + Disk thrash suspected
server_11,22:46:00,22:46:30,7766.27,9460.05,Network flood + Disk thrash suspected
server_11,22:46:10,22:46:40,2136.59,9460.05,Disk thrash suspected
server_11,22:46:20,22:46:50,2136.59,4337.8,Disk thrash suspected
server_11,22:46:30,22:47:00,1921.41,4337.8,Disk thrash suspected
server_11,22:46:40,22:47:10,1921.41,9673.21,Disk thrash suspected
server_11,22:46:50,22:47:20,1754.4,9673.21,Disk thrash suspected
server_11,22:47:00,22:47:30,823.74,9673.21,Disk thrash suspected
server_11,22:47:10,22:47:40,13592.13,760.26,Possible DDoS
server_11,22:47:20,22:47:50,13592.13,9260.34,Network flood + Disk thrash suspected
server_11,22:47:30,22:48:00,13592.13,9260.34,Network flood + Disk thrash suspected
server_11,22:47:40,22:48:10,7252.17,9260.34,Network flood + Disk thrash suspected
server_11,22:47:50,22:48:20,7252.17,8119.45,Network flood + Disk thrash suspected
server_11,22:48:00,22:48:30,7252.17,8119.45,Network flood + Disk thrash suspected
server_11,22:48:10,22:48:40,962.72,8119.45,Disk thrash suspected
server_11,22:48:20,22:48:50,994.99,7581.92,Disk thrash suspected
server_11,22:48:30,22:49:00,5578.47,6993.74,Network flood + Disk thrash suspected
server_11,22:48:40,22:49:10,5578.47,121.45,Possible DDoS
server_11,22:48:50,22:49:20,5578.47,121.45,Possible DDoS
server_11,22:49:00,22:49:30,930.46,121.45,
server_11,22:49:10,22:49:40,944.51,118.74,
server_11,22:49:20,22:49:50,944.51,67.54,
server_11,22:49:30,22:50:00,944.51,67.54,
server_11,22:49:40,22:50:10,587.62,9877.03,Disk thrash suspected
server_11,22:49:50,22:50:20,10480.76,9877.03,Network flood + Disk thrash suspected
server_11,22:50:00,22:50:30,10480.76,9877.03,Network flood + Disk thrash suspected
server_11,22:50:10,22:50:40,14022.32,122.03,Possible DDoS
server_11,22:50:20,22:50:50,19015.79,183.58,Possible DDoS
server_11,22:50:30,22:51:00,19015.79,183.58,Possible DDoS
server_11,22:50:40,22:51:10,19015.79,549.16,Possible DDoS
server_11,22:50:50,22:51:20,2327.03,877.74,
server_11,22:51:00,22:51:30,2327.03,1085.02,
server_11,22:51:10,22:51:40,13541.51,1085.02,Possible DDoS
server_11,22:51:20,22:51:50,18313.4,1085.02,Possible DDoS
server_11,22:51:30,22:52:00,18313.4,155.67,Possible DDoS
server_11,22:51:40,22:52:10,18313.4,1521.06,Possible DDoS
server_11,22:51:50,22:52:20,11677.02,1521.06,Possible DDoS
server_11,22:52:00,22:52:30,8467.06,1521.06,Possible DDoS
server_11,22:52:10,22:52:40,8467.06,1966.86,Network flood + Disk thrash suspected
server_11,22:52:20,22:52:50,11526.08,1966.86,Network flood + Disk thrash suspected
server_11,22:52:30,22:53:00,11526.08,1966.86,Network flood + Disk thrash suspected
server_11,22:52:40,22:53:10,11526.08,69.78,Possible DDoS
server_11,22:52:50,22:53:20,876.71,44.76,
server_12,20:53:00,20:53:30,4817.79,1686.19,Possible DDoS
server_12,20:53:10,20:53:40,4817.79,1686.19,Possible DDoS
server_12,20:53:20,20:53:50,4817.79,812.51,Possible DDoS
server_12,20:53:30,20:54:00,951.12,4042.75,Disk thrash suspected
server_12,20:53:40,20:54:10,864.46,4042.75,Disk thrash suspected
server_12,20:53:50,20:54:20,864.46,4042.75,Disk thrash suspected
server_12,20:54:00,20:54:30,905.85,154.97,
server_12,20:54:10,20:54:40,3764.54,938.54,
server_12,20:54:20,20:54:50,3764.54,938.54,
server_12,20:54:30,20:55:00,3764.54,4587.6,Disk thrash suspected
server_12,20:54:40,20:55:10,955.84,5874.12,Disk thrash suspected
server_12,20:54:50,20:55:20,955.84,5874.12,Disk thrash suspected
server_12,20:55:00,20:55:30,965.16,5874.12,Disk thrash suspected
server_12,20:55:10,20:55:40,965.16,3419.83,Disk thrash suspected
server_12,20:55:20,20:55:50,965.16,133.8,
server_12,20:55:30,20:56:00,13485.55,133.8,Possible DDoS
server_12,20:55:40,20:56:10,13485.55,9650.81,Network flood + Disk thrash suspected
server_12,20:55:50,20:56:20,13485.55,9650.81,Network flood + Disk thrash suspected
server_12,20:56:00,20:56:30,837.91,9761.01,Disk thrash suspected
server_12,20:56:10,20:56:40,18269.72,9761.01,Network flood + Disk thrash suspected
server_12,20:56:20,20:56:50,18269.72,9761.01,Network flood + Disk thrash suspected
server_12,20:56:30,20:57:00,18269.72,145.25,Possible DDoS
server_12,20:56:40,20:57:10,15373.64,146.58,Possible DDoS
server_12,20:56:50,20:57:20,15373.64,4066.13,Network flood + Disk thrash suspected
server_12,20:57:00,20:57:30,15373.64,4066.13,Network flood + Disk thrash suspected
server_12,20:57:10,20:57:40,13453.56,4066.13,Network flood + Disk thrash suspected
server_12,20:57:20,20:57:50,13453.56,9487.57,Network flood + Disk thrash suspected
server_12,20:57:30,20:58:00,984.94,9487.57,Disk thrash suspected
server_12,20:57:40,20:58:10,984.94,9487.57,Disk thrash suspected
server_12,20:57:50,20:58:20,982.57,142.09,
server_12,20:58:00,20:58:30,3431.32,1760.96,
server_12,20:58:10,20:58:40,3431.32,9346.46,Disk thrash suspected
server_12,20:58:20,20:58:50,3905.32,9346.46,Disk thrash suspected
server_12,20:58:30,20:59:00,3905.32,9346.46,Disk thrash suspected
server_12,20:58:40,20:59:10,5115.53,4619.77,Network flood + Disk thrash suspected
server_12,20:58:50,20:59:20,5115.53,7910.14,Network flood + Disk thrash suspected
server_12,20:59:00,20:59:30,5115.53,7910.14,Network flood + Disk thrash suspected
server_12,20:59:10,20:59:40,544.32,7910.14,Disk thrash suspected
server_12,20:59:20,20:59:50,635.25,129.85,
server_12,20:59:30,21:00:00,716.4,129.85,
server_12,20:59:40,21:00:10,716.4,129.85,
server_12,20:59:50,21:00:20,932.15,57.59,
server_12,21:00:00,21:00:30,932.15,80.76,
server_12,21:00:10,21:00:40,932.15,6745.3,Disk thrash suspected
